Scientific name,Synonym,Common Name,Family,Native/Introduced,Status/IUCN,COI,Key Features,Description,Body Size,Ecology ,Distribution,Habitat Traits,       Other information,Citation,Picture Reference
Atrobucca brevis,Not Available,Orange croaker,Sciaenidae,Native ,Least Concern (LC),Not Available,Dorsal spines (total): 11; Dorsal soft rays (total): 29-32; Anal spines: 2; Anal soft rays: 7,Atrobucca brevis (Orange Croaker) is a species of ray-finned fishes in the family Sciaenidae. Individuals can grow to 26 cm. They have sexual reproduction.,Max length: 26.0 cm Male/unsexed. Common length: 20.0 cm Male/unsexed,Not Available,Australia and New Guinea.,Occurs in the continental shelf. Marine; benthopelagic,Not Available,"Sasaki, K. and P.J. Kailola, 1988. Three new Indo-Australian species of the sciaenid genus Atrobucca, with a reevaluation of generic limit. Jap. J. Ichthyol. 35(3):261-277. https://api.eol.org/pages/46579100","Source: Ichthyological Society of Japan / Atlas of Living Australia. License: CC by Attribution-NonCommercial-ShareAlike. Atrobucca brevis in Fishes of Australia, accessed 27 Jun 2024, https://fishesofaustralia.net.au/home/species/2505"
Larimichthys pamoides,Not Available,Southern Yellow croaker,Sciaenidae,Native ,Least Concern (LC),Not Available,Dorsal spines (total): 10; Dorsal soft rays (total): 33-36; Anal spines: 2; Anal soft rays: 7.,"Upper rostral pore median only; mental pores in 3 pairs, the first open at front of chin, separated by symphysis. Gill rakers long, slender, about 1.5 times longer than gill filaments at angle of arch, 13 to 17 on lower limb of first arch. Dorsal fin with IX spines, the second part of fin with I spine and 33 to 36 soft rays. Second spine of anal fin short, slender, 23 to 33 % of head length. Pectoral fin long, 25 to 27 % of standard length. Scales on head and body cycloid (smooth), except the belly and under side of caudal peduncle which are covered with weak ctenoid scales (slightly rough to touch); small scales present on basal quarter of soft parts of dorsal and anal fins. Swim bladder carrot-shaped; with about 26 pairs of arborescent appendages along its sides; each appendage with a well-developed dorsal and ventral limbs, the first pair entering head beyond transverse septum.",Max length: 13.5 cm Male/unsexed,Not Available,Australia and New Guinea.,Inhabits shallow coastal waters and estuaries to depths of 50 m. Marine; brackish; benthopelagic,Not Available,"Sasaki, K., 2001. Sciaenidae. Croakers (drums). p.3117-3174. In K.E. Carpenter and V.H. Niem (eds.) FAO species identification guide for fishery purposes. The living marine resources of the Western Central Pacific. Volume 5. Bony fishes part 3 (Menidae to Pomacentridae). Rome, FAO. pp. 2791-3380. ","Source: Mark Tonks, CSIRO Marine and Atmospheric Research. Sasaki, K., 2001. Sciaenidae. Croakers (drums). p.3117-3174. In K.E. Carpenter and V.H. Niem (eds.) FAO species identification guide for fishery purposes. The living marine resources of the Western Central Pacific. Volume 5. Bony fishes part 3 (Menidae to Pomacentridae). Rome, FAO. pp. 2791-3380. (Ref. 9772)"
Brachirus aspilos,Not Available,Dusky sole,Soleidae ,Native ,Least Concern (LC),Not Available,Dorsal soft rays (total): 64-76; Anal soft rays: 51 - 62; Vertebrae: 41 - 44.,"This species is distinguished by the following set of characters: D 64-76 (mode 71); A 51-62; pored lateral line scales on straight portion 93-126 (118); vertebrae 41-44 (43); pectoral-fin rays on ocular side 4-7 (6) and on blind side 4-7 (5); pelvic-fin rays on ocular side 4-6 (5) and blind side 4-5 (4); caudal-fin rays 13-15 (14); body slightly elongate, its depth 40.0-51.0 (mean 45.5)% SL; head length 16.1-23.9 (18.6)% SL; pectoral fin on ocular side longer than that on blind side, 5.3-7.6 (6.6)% SL vs. 4.0-6.0 (4.8)% SL; pelvic fin on ocular side longer than that on blind side, 4.9–7.4 (6.0)% SL vs. 4.3–7.5 (5.8)% SL; body depth below lateral line 21.7-27.1 (23.4)% SL; lips without labial papillae; eyes separated by scaled interorbital space; cycloid or weakly ctenoid scales on blind side.. Colouration: body on ocular side uniformly brown or grey with dark vermiculation, some small white blotches along dorsal- and anal-fin bases, or no remarkable pattern",Max length: 38.0 cm Male/unsexed,Not Available,Indonesia east to Papua New Guinea.,Inhabits sheltered bays and lagoons on pale sandy substrates near reefs. Collected froom from shallow marine and estuarine waters in less than 5 m; but there are underwater photographs of individuals on shallow sandy bottoms between 2–30 m depth . Marine; brackish; demersal,Not Available,"Okamoto, J.O. and H. Motomura, 2021. Redescription of Brachirus aspilos (Bleeker 1852), a senior synonym of four nominal species, with a note on the distribution of Dagetichthys marginatus (Boulenger 1900) (Pleuronectiformes: Soleidae). Zootaxa 4908(3):354-368. ","Source: Ryanskiy, A.. Okamoto, J.O. and H. Motomura, 2021. Redescription of Brachirus aspilos (Bleeker 1852), a senior synonym of four nominal species, with a note on the distribution of Dagetichthys marginatus (Boulenger 1900) (Pleuronectiformes: Soleidae). Zootaxa 4908(3):354-368. (Ref. 126081)"
Aseraggodes chapleaui,Not Available,Madang sole,Soleidae,Native,Data Deficient (DD),Not Available,Dorsal soft rays (total): 73; Anal soft rays: 49; Vertebrae: 35.,Aseraggodes chapleaui (Madang Sole) is a species of ray-finned fishes in the family soles. Individuals can grow to 3.6 cm. They have sexual reproduction.,Max length: 3.6 cm Male/unsexed,Not Available,"Madang, Papua New Guinea and Raja Ampat Islands (West Papua, Indonesia).",Collected from sand at the edge of an isolated coral head in 30 m in the type locality. Marine; demersal,Not Available,"Randall, J.E. and M. Desoutter-Meniger, 2007. Review of the soles of the genus Aseraggodes (Pleuronectifornes: Soleidae) from the Indo-Malayan region, with descriptions of nine new species. Cybium 31(3):301-331. https://api.eol.org/pages/46570382","Source: Randall, J.E.. Randall, J.E. and M. Desoutter-Meniger, 2007. Review of the soles of the genus Aseraggodes (Pleuronectifornes: Soleidae) from the Indo-Malayan region, with descriptions of nine new species. Cybium 31(3):301-331. (Ref. 75879)"
Brachirus villosus,Not Available,Velvety sole,Soleidae,Native,Least Concern (LC),Not Available,Dorsal spines (total): 0; Dorsal soft rays (total): 65-69; Anal spines: 0; Anal soft rays: 52 - 55,"Right pelvic fin larger than left and connected to anal fin; lateral line scales 66-80; eyes on right side of head. Brown with irregular dark brown spots and mottling, white on vental surface",Max length: 10.5 cm Male/unsexed,Not Available,"Central-southern New Guinea (Papua Province, Indonesia and Papua New Guinea).",Inhabits turbid main river channels and swampy backwaters. Freshwater; demersal,Not Available,"Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. (Ref. 2847) Allen, Gerald R., et al. Freshwater Fishes of the Timika Region, New Guinea. Freeport Indonesia?; Tropical Reef Research, 2000. ",https://fishbase.mnhn.fr/images/thumbnails/gif/tn_SOLEIDT0.gif
Leptachirus bensbach,Not Available,Bensbach River sole,Soleidae,Native,Endangered (EN),Not Available,Dorsal soft rays (total): 71-76; Anal soft rays: 53 - 59; Vertebrae: 40 - 41.,"This species is distinguished by the following characters: D 71-76; A 53-59; pelvic rays 3-4; lateral-line scales 88-95; lateral line on ocular side of head with a ventral branch of 4-9 pores, remaining horizontal anterior part with 5-7 pores; vertebrae 40-41 (modally 40); dorsal pterygiophores anterior to fourth neural spine 8; body depth 3.0-3.45 in SL; no caudal peduncle or extremely short; head length 4.35-4.7 in SL; small eyes, eye diameter 7.35-8.5 in HL; interorbital width 9.3-13.7 in HL; longest dorsal ray 1.85-1.95 in HL; caudal fin 4.3-4.6 in SL; pelvic fins and genital papilla not joined, their origins adjacent; short pelvic fins, reaching little beyond base of first anal ray, 2.8-3.2 in HL; ocular side light brown mottled with small darker brown blotches; 3 longitudinal rows of dark brown blotches of one to two eye diameters in size; dorsal and anal fins with indistinct brown spots centered on single rays and membrane to each side; caudal fin pale yellowish with a row of dark brown spots at base and small fainter spots on basal half of fin",Max length: 10.7 cm Male/unsexed,Not Available,"Bensbach River, Papua New Guinea.",Found in silty bottoms. Freshwater; benthopelagic,Not Available,"Randall, J.E., 2007. Leptachirus, a new soleid fish genus from New Guinea and northern Australia, with descriptions of eight new species. Records of the Western Australian Museum 24:81-108. ","Source: Randall, J.E.. Randall, J.E., 2007. Leptachirus, a new soleid fish genus from New Guinea and northern Australia, with descriptions of eight new species. Records of the Western Australian Museum 24:81-108. (Ref. 84817)"
Leptachirus kikori,Not Available,Kikori River sole,Soleidae,Native,Data Deficient (DD),Not Available,Dorsal soft rays (total): 65-74; Anal soft rays: 50 - 57; Vertebrae: 39 - 40.,"This species is distinguished by the following characters: D 65-74; A50-57; pelvic rays 4; lateral line on ocular side of head with a ventral branch of 5-8 pored scales, remaining horizontal anterior part with 3-5 pored scales; lateral-line scales to point of branching on head 76-88, including 8-10 anterior to upper end of gill opening; vertebrae 39-40; dorsal pterygiophores anterior to fourth neural spine 8-9 (usually 9); body slender, its depth 3.0-3.3 in SL; head length 4.35-4.7 in SL; no caudal-peduncle; eye diameter 5.25-6.9 in HL; least vertical interorbital width 9.9-13.5 in HL; body scales of adults with 8-14 cteni (mostly 10 or 11); longest dorsal ray 1.85-2.1 in HL; caudal fin 4.0-4.4 in SL; origin of pelvic fins adjacent on ventral edge of body, the fins attached posteriorly to base of anal papilla; short pelvic fins, just reaching origin of anal fin, 2.7-3.3 in HL; ocular side finely mottled grey-brown to brown, with 3 longitudinal rows of dark brown spots of eye size or smaller (spots may be within larger pigmented blotches, the three largest on lateral line); dorsal and anal fins dusky yellowish with elongate dark spots paralleling rays; caudal fin pale yellowish with numerous small dark spots",Max length: 7.2 cm Male/unsexed,Not Available,"Kikori River, southern Papua New Guinea.",Collected from slightly brackish water at two collection sites of the Kikori River. Freshwater; brackish; benthopelagic,Not Available,"Randall, J.E., 2007. Leptachirus, a new soleid fish genus from New Guinea and northern Australia, with descriptions of eight new species. Records of the Western Australian Museum 24:81-108. ","Source: Randall, J.E.. Randall, J.E., 2007. Leptachirus, a new soleid fish genus from New Guinea and northern Australia, with descriptions of eight new species. Records of the Western Australian Museum 24:81-108. (Ref. 84817)"
Leptachirus robertsi,Not Available,Robert's sole,Soleidae,Native,Data Deficient (DD),Not Available,Dorsal soft rays (total): 66-74; Anal soft rays: 50 - 57; Vertebrae: 38 - 40.,"This species is distinguished by the following characters: D 66-74; A 50-57; pelvic rays 4; lateral line on ocular side of head with a ventral branch of 5-7 pored scales, remaining horizontal anterior part with 4-5 pored scales; lateral-line scales to point of branching on head 78-87, including 8-9 anterior to upper end of gill opening; vertebrae 38-40; dorsal pterygiophores anterior to fourth neural spine 8-9; body slender, depth 3.0-3.15 in SL; head length 4.0-4.25 in SL; no caudal-peduncle; eye diameter 5.7-8.1 in HL; least vertical interorbital width 11.2-26.0 in HL; scales of body of adults with 8-12 cteni (mostly 9 or 10); longest dorsal ray 1.8-2.15 in HL; caudal fin 3.8-4.3 in SL; origin of pelvic fins adjacent on ventral edge of body, the fins attached posteriorly to base of anal papilla; short pelvic fins, reaching base of first anal ray, 2.7-2.9 in HL; ocular side brown, finely mottled with darker brown, with 3 longitudinal rows of dark brown spots of eye size or smaller, one below dorsal fin, one above anal fin, and one along lateral line; dorsal and anal fins dusky yellowish with the rays more heavily pigmented, some with sections in outer part still darker; basal scaled part of caudal fin colored like body, the rest of fin pale yellowish with scattered faint small dark spots ",Max length: 7.1 cm Male/unsexed,Not Available,"Lower Fly River basin, Papua New Guinea.",Found on silty river bottoms. Freshwater; benthopelagic,Not Available,"Randall, J.E., 2007. Leptachirus, a new soleid fish genus from New Guinea and northern Australia, with descriptions of eight new species. Records of the Western Australian Museum 24:81-108. ","Source: Randall, J.E.. Randall, J.E., 2007. Leptachirus, a new soleid fish genus from New Guinea and northern Australia, with descriptions of eight new species. Records of the Western Australian Museum 24:81-108. (Ref. 84817)"
Pardachirus poropterus,Not Available,Estuary sole,Soleidae,Native,Data Deficient (DD),Not Available,Dorsal spines (total): 0; Dorsal soft rays (total): 62-72; Anal spines: 0; Anal soft rays: 45 - 49,Pardachirus poropterus (Estuary Sole) is a species of ray-finned fishes in the family soles. They are associated with freshwater habitat. Individuals can grow to 7 cm. They have sexual reproduction.,Max length: 7.0 cm Male/unsexed,Not Available,"Indo-West Pacific: Indonesia east to New Guinea, north to Philippines, south to northern Australia.","Inhabits estuaries and the lower sections of freshwater streams, usually within 1-2 km of the sea. Freshwater; brackish; demersal",Not Available,"Allen, G.R., 1991. Field guide to the freshwater fishes of New Guinea. Publication, no. 9. 268 p. Christensen Research Institute, Madang, Papua New Guinea. https://api.eol.org/pages/46570335",
Pardachirus rautheri,Not Available,Mottled sole,Soleidae,Native,Data Deficient (DD),Not Available,Not Available,Not Available,Not Available,Not Available,Australia and New Guinea.,"Estuaries. Brackish, benthopelagic",Not Available,"Bray, D.J. 2020, Pardachirus rautheri in Fishes of Australia, accessed 27 Jun 2024, https://fishesofaustralia.net.au/home/species/907","Source: Queensland Museum / Atlas of Living Australia. License: CC By Attribution. Bray, D.J. 2020, Pardachirus rautheri in Fishes of Australia, accessed 27 Jun 2024, https://fishesofaustralia.net.au/home/species/907"
Zebrias munroi,Not Available,Not Available,Soleidae,Native,Not Evaluated,Not Available,Not Available,Zebrias munroi is a species of ray-finned fishes in the family soles. They have sexual reproduction.,Not Available,Not Available,Australia and New Guinea.,Marine; brackish; demersal.,Not Available,"Kailola, P.J., 1991. The fishes of Papua New Guinea: a revised and annotated checklist. Vol. III. Gobiidae to Molidae. Research Bulletin No. 41, Research Section, Dept. of Fisheries and Marine Resources, Papua New Guinea. 153 p. ",
